INST_FORMAT,SHIFT,N_IB,VWR,WORD,CONF,TEST_INSTR,CU,DLB_MOV,DLB_SA,DLB_PM,ID_MOV,ID_SA,ID_PM,IU,ITT_MOV,ITT_SA,ITT_PM,MS,PCU,IB,CSDRF,Internal,Switching,Leakage,Total
base,7,32,16384,192,base_S7_IB32_VWR16384_WORD192,RLB,3.13e-04,3.29e-07,0.000,3.64e-07,2.64e-05,4.70e-07,3.02e-06,2.40e-06,4.96e-06,6.00e-07,1.78e-06,1.58e-04,3.56e-05,1.89e-04,1.26e-04,2.329e-04,3.406e-05,3.604e-04,6.273e-04
base,7,32,16384,192,base_S7_IB32_VWR16384_WORD192,WLB,3.17e-04,6.40e-07,0.000,2.50e-08,2.80e-05,4.70e-07,1.36e-06,2.43e-06,3.19e-06,3.49e-07,3.38e-07,1.58e-04,3.95e-05,1.96e-04,1.26e-04,2.483e-04,2.967e-05,3.609e-04,6.388e-04
base,7,32,16384,192,base_S7_IB32_VWR16384_WORD192,VMV,3.22e-04,5.52e-07,0.000,2.50e-08,3.11e-05,4.70e-07,1.36e-06,2.58e-06,2.32e-06,3.60e-07,3.12e-07,1.58e-04,3.94e-05,1.99e-04,1.26e-04,2.532e-04,3.100e-05,3.627e-04,6.469e-04
base,7,32,16384,192,base_S7_IB32_VWR16384_WORD192,SHIFT,3.61e-04,5.75e-07,0.000,1.52e-07,3.71e-05,4.52e-06,2.52e-06,2.67e-06,3.51e-06,1.12e-06,1.19e-06,1.58e-04,4.03e-05,2.34e-04,1.26e-04,2.847e-04,5.029e-05,3.870e-04,7.219e-04
base,7,32,16384,192,base_S7_IB32_VWR16384_WORD192,ADD,3.61e-04,6.96e-07,0.000,2.50e-08,3.66e-05,4.72e-06,1.36e-06,2.68e-06,4.38e-06,1.75e-06,6.77e-07,1.58e-04,4.04e-05,2.36e-04,1.26e-04,2.850e-04,4.995e-05,3.877e-04,7.227e-04
base,7,32,16384,192,base_S7_IB32_VWR16384_WORD192,MUL,3.62e-04,1.70e-07,0.000,1.81e-07,2.50e-05,4.43e-06,6.10e-06,2.51e-06,1.73e-06,3.67e-07,1.07e-06,2.34e-04,2.42e-05,2.14e-04,1.33e-04,2.541e-04,6.104e-05,3.933e-04,7.084e-04
base,7,32,16384,192,base_S7_IB32_VWR16384_WORD192,PACK,3.69e-04,1.20e-06,0.000,3.77e-07,3.75e-05,4.70e-07,2.38e-05,2.64e-06,4.95e-06,5.94e-07,1.88e-06,1.58e-04,4.02e-05,2.26e-04,1.33e-04,2.849e-04,6.162e-05,3.810e-04,7.275e-04
base,7,32,16384,192,base_S7_IB32_VWR16384_WORD192,EXIT,2.76e-04,7.48e-08,0.000,2.50e-08,1.21e-05,4.70e-07,1.36e-06,2.52e-06,5.24e-07,9.38e-08,1.67e-07,1.58e-04,3.26e-05,1.63e-04,1.26e-04,2.194e-04,4.431e-06,3.411e-04,5.649e-04
base,7,32,16384,384,base_S7_IB32_VWR16384_WORD384,IDLE,2.31e-04,7.48e-08,0.000,2.49e-08,1.23e-05,4.70e-07,1.35e-06,2.54e-06,5.35e-07,1.25e-07,1.92e-07,1.57e-04,1.71e-05,1.56e-04,1.26e-04,1.774e-04,1.210e-07,3.349e-04,5.125e-04
base,7,32,16384,384,base_S7_IB32_VWR16384_WORD384,WRF_CSDLEN_LOOP,2.46e-04,7.48e-08,0.000,2.49e-08,1.23e-05,4.70e-07,1.35e-06,4.71e-06,5.35e-07,1.25e-07,1.92e-07,1.61e-04,2.68e-05,1.56e-04,1.26e-04,1.893e-04,3.316e-06,3.352e-04,5.278e-04
base,7,32,16384,384,base_S7_IB32_VWR16384_WORD384,WRF_IB,2.86e-04,7.48e-08,0.000,2.49e-08,1.37e-05,4.70e-07,1.35e-06,5.55e-05,5.35e-07,1.25e-07,1.92e-07,1.57e-04,1.71e-05,4.84e-04,2.56e-04,5.728e-04,5.415e-05,4.002e-04,1.027e-03
base,7,32,16384,384,base_S7_IB32_VWR16384_WORD384,WRF_CSD,2.48e-04,7.48e-08,0.000,2.49e-08,1.35e-05,4.70e-07,1.35e-06,1.87e-05,5.35e-07,1.25e-07,1.92e-07,1.57e-04,1.71e-05,2.31e-04,2.30e-04,3.396e-04,2.208e-05,3.472e-04,7.089e-04
base,7,32,16384,384,base_S7_IB32_VWR16384_WORD384,NOP,2.96e-04,2.07e-07,0.000,2.50e-08,2.34e-05,4.70e-07,1.35e-06,2.52e-06,1.03e-06,1.76e-07,2.29e-07,1.57e-04,3.92e-05,1.69e-04,1.26e-04,2.318e-04,1.794e-05,3.410e-04,5.907e-04
base,7,32,16384,384,base_S7_IB32_VWR16384_WORD384,RLB,3.12e-04,3.74e-07,0.000,3.64e-07,2.74e-05,4.70e-07,3.02e-06,2.40e-06,4.53e-06,6.00e-07,1.78e-06,1.57e-04,3.57e-05,1.81e-04,1.26e-04,2.313e-04,3.391e-05,3.542e-04,6.195e-04
base,7,32,16384,384,base_S7_IB32_VWR16384_WORD384,WLB,3.22e-04,6.97e-07,0.000,2.50e-08,3.36e-05,4.70e-07,1.35e-06,2.43e-06,3.46e-06,3.75e-07,3.41e-07,1.57e-04,3.92e-05,1.88e-04,1.26e-04,2.494e-04,3.171e-05,3.545e-04,6.357e-04
base,7,32,16384,384,base_S7_IB32_VWR16384_WORD384,VMV,3.21e-04,6.25e-07,0.000,2.50e-08,3.17e-05,4.70e-07,1.35e-06,2.57e-06,2.30e-06,3.31e-07,2.77e-07,1.57e-04,4.03e-05,1.89e-04,1.26e-04,2.506e-04,2.996e-05,3.550e-04,6.355e-04
base,7,32,16384,384,base_S7_IB32_VWR16384_WORD384,SHIFT,3.59e-04,5.87e-07,0.000,1.52e-07,3.79e-05,4.32e-06,2.17e-06,2.67e-06,3.59e-06,1.12e-06,1.18e-06,1.57e-04,4.02e-05,2.23e-04,1.26e-04,2.806e-04,4.902e-05,3.787e-04,7.084e-04
base,7,32,16384,384,base_S7_IB32_VWR16384_WORD384,ADD,3.58e-04,7.27e-07,0.000,2.50e-08,3.66e-05,4.34e-06,1.35e-06,2.67e-06,4.59e-06,1.75e-06,6.76e-07,1.57e-04,4.22e-05,2.24e-04,1.26e-04,2.813e-04,4.826e-05,3.795e-04,7.090e-04
base,7,32,16384,384,base_S7_IB32_VWR16384_WORD384,MUL,3.61e-04,1.73e-07,0.000,1.77e-07,2.51e-05,3.83e-06,6.08e-06,2.49e-06,1.78e-06,3.67e-07,1.06e-06,2.34e-04,2.42e-05,2.04e-04,1.33e-04,2.519e-04,6.132e-05,3.849e-04,6.981e-04
base,7,32,16384,384,base_S7_IB32_VWR16384_WORD384,PACK,3.71e-04,1.21e-06,0.000,3.77e-07,4.01e-05,4.70e-07,2.26e-05,2.64e-06,5.03e-06,5.90e-07,1.88e-06,1.57e-04,4.13e-05,2.18e-04,1.35e-04,2.854e-04,6.358e-05,3.748e-04,7.238e-04
base,7,32,16384,384,base_S7_IB32_VWR16384_WORD384,EXIT,2.75e-04,7.48e-08,0.000,2.50e-08,1.23e-05,4.70e-07,1.35e-06,2.52e-06,5.24e-07,9.38e-08,1.67e-07,1.57e-04,3.26e-05,1.56e-04,1.26e-04,2.177e-04,4.429e-06,3.349e-04,5.570e-04
base,7,32,16384,768,base_S7_IB32_VWR16384_WORD768,IDLE,2.27e-04,7.48e-08,0.000,2.49e-08,1.21e-05,4.70e-07,1.43e-06,2.54e-06,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.70e-05,1.49e-04,1.26e-04,1.757e-04,1.198e-07,3.257e-04,5.016e-04
base,7,32,16384,768,base_S7_IB32_VWR16384_WORD768,WRF_CSDLEN_LOOP,2.43e-04,7.48e-08,0.000,2.49e-08,1.21e-05,4.70e-07,1.43e-06,4.70e-06,5.35e-07,1.25e-07,1.92e-07,1.58e-04,2.67e-05,1.48e-04,1.26e-04,1.877e-04,3.384e-06,3.261e-04,5.171e-04
base,7,32,16384,768,base_S7_IB32_VWR16384_WORD768,WRF_IB,2.80e-04,7.48e-08,0.000,2.49e-08,1.34e-05,4.70e-07,1.43e-06,5.25e-05,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.70e-05,4.58e-04,2.49e-04,5.481e-04,5.116e-05,3.873e-04,9.866e-04
base,7,32,16384,768,base_S7_IB32_VWR16384_WORD768,WRF_CSD,2.44e-04,7.48e-08,0.000,2.49e-08,1.33e-05,4.70e-07,1.43e-06,1.87e-05,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.70e-05,2.24e-04,2.29e-04,3.379e-04,2.208e-05,3.380e-04,6.979e-04
base,7,32,16384,768,base_S7_IB32_VWR16384_WORD768,NOP,2.96e-04,2.81e-07,0.000,2.50e-08,2.73e-05,4.70e-07,1.43e-06,2.52e-06,1.41e-06,2.30e-07,2.65e-07,1.54e-04,3.91e-05,1.61e-04,1.26e-04,2.309e-04,1.998e-05,3.320e-04,5.829e-04
base,7,32,16384,768,base_S7_IB32_VWR16384_WORD768,RLB,3.06e-04,3.62e-07,0.000,3.49e-07,2.67e-05,4.70e-07,3.17e-06,2.40e-06,4.52e-06,5.98e-07,1.77e-06,1.54e-04,3.55e-05,1.73e-04,1.26e-04,2.275e-04,3.239e-05,3.450e-04,6.049e-04
base,7,32,16384,768,base_S7_IB32_VWR16384_WORD768,WLB,3.12e-04,6.91e-07,0.000,2.50e-08,2.99e-05,4.70e-07,1.43e-06,2.43e-06,3.48e-06,3.74e-07,3.41e-07,1.54e-04,3.91e-05,1.79e-04,1.26e-04,2.426e-04,2.952e-05,3.454e-04,6.175e-04
base,7,32,16384,768,base_S7_IB32_VWR16384_WORD768,VMV,3.14e-04,6.57e-07,0.000,2.50e-08,3.07e-05,4.70e-07,1.43e-06,2.57e-06,2.67e-06,3.84e-07,3.16e-07,1.54e-04,3.93e-05,1.78e-04,1.26e-04,2.449e-04,2.896e-05,3.445e-04,6.184e-04
base,7,32,16384,768,base_S7_IB32_VWR16384_WORD768,SHIFT,3.49e-04,6.26e-07,0.000,8.57e-08,3.65e-05,4.36e-06,1.51e-06,2.65e-06,3.67e-06,1.06e-06,1.07e-06,1.54e-04,4.02e-05,2.10e-04,1.26e-04,2.727e-04,4.601e-05,3.669e-04,6.856e-04
base,7,32,16384,768,base_S7_IB32_VWR16384_WORD768,ADD,3.50e-04,6.61e-07,0.000,2.50e-08,3.52e-05,4.40e-06,1.44e-06,2.66e-06,4.29e-06,1.68e-06,6.80e-07,1.54e-04,4.13e-05,2.11e-04,1.26e-04,2.733e-04,4.633e-05,3.676e-04,6.873e-04
base,7,32,16384,768,base_S7_IB32_VWR16384_WORD768,MUL,3.53e-04,1.99e-07,0.000,1.34e-07,2.51e-05,3.64e-06,5.35e-06,2.48e-06,1.76e-06,3.25e-07,9.28e-07,2.30e-04,2.41e-05,1.93e-04,1.33e-04,2.484e-04,5.814e-05,3.730e-04,6.795e-04
base,7,32,16384,768,base_S7_IB32_VWR16384_WORD768,PACK,3.66e-04,1.20e-06,0.000,3.62e-07,3.81e-05,4.70e-07,2.55e-05,2.64e-06,5.05e-06,5.66e-07,1.80e-06,1.54e-04,4.04e-05,2.08e-04,1.35e-04,2.814e-04,6.331e-05,3.650e-04,7.097e-04
base,7,32,16384,768,base_S7_IB32_VWR16384_WORD768,EXIT,2.70e-04,7.48e-08,0.000,2.50e-08,1.22e-05,4.70e-07,1.43e-06,2.52e-06,5.24e-07,9.38e-08,1.67e-07,1.54e-04,3.26e-05,1.48e-04,1.26e-04,2.143e-04,4.240e-06,3.258e-04,5.444e-04
base,7,32,16384,1536,base_S7_IB32_VWR16384_WORD1536,IDLE,2.25e-04,7.48e-08,0.000,2.49e-08,1.21e-05,4.70e-07,1.79e-06,2.54e-06,5.35e-07,1.25e-07,1.92e-07,1.52e-04,1.71e-05,1.45e-04,1.26e-04,1.740e-04,1.231e-07,3.219e-04,4.960e-04
base,7,32,16384,1536,base_S7_IB32_VWR16384_WORD1536,WRF_CSDLEN_LOOP,2.41e-04,7.48e-08,0.000,2.49e-08,1.21e-05,4.70e-07,1.79e-06,4.70e-06,5.35e-07,1.25e-07,1.92e-07,1.56e-04,2.68e-05,1.45e-04,1.26e-04,1.862e-04,3.436e-06,3.222e-04,5.119e-04
base,7,32,16384,1536,base_S7_IB32_VWR16384_WORD1536,WRF_IB,2.75e-04,7.48e-08,0.000,2.49e-08,1.34e-05,4.70e-07,1.79e-06,4.94e-05,5.35e-07,1.25e-07,1.92e-07,1.52e-04,1.71e-05,4.37e-04,2.41e-04,5.243e-04,4.826e-05,3.797e-04,9.523e-04
base,7,32,16384,1536,base_S7_IB32_VWR16384_WORD1536,WRF_CSD,2.43e-04,7.48e-08,0.000,2.49e-08,1.33e-05,4.70e-07,1.79e-06,1.87e-05,5.35e-07,1.25e-07,1.92e-07,1.52e-04,1.71e-05,2.21e-04,2.29e-04,3.362e-04,2.208e-05,3.343e-04,6.925e-04
base,7,32,16384,1536,base_S7_IB32_VWR16384_WORD1536,NOP,2.89e-04,2.28e-07,0.000,2.50e-08,2.47e-05,4.70e-07,1.79e-06,2.52e-06,1.12e-06,1.89e-07,2.38e-07,1.52e-04,3.92e-05,1.58e-04,1.26e-04,2.268e-04,1.796e-05,3.281e-04,5.729e-04
base,7,32,16384,1536,base_S7_IB32_VWR16384_WORD1536,RLB,3.05e-04,3.62e-07,0.000,3.56e-07,2.65e-05,4.70e-07,4.95e-06,2.40e-06,4.52e-06,5.98e-07,1.77e-06,1.52e-04,3.56e-05,1.70e-04,1.26e-04,2.261e-04,3.316e-05,3.412e-04,6.005e-04
base,7,32,16384,1536,base_S7_IB32_VWR16384_WORD1536,WLB,3.11e-04,6.40e-07,0.000,2.50e-08,2.97e-05,4.70e-07,1.79e-06,2.43e-06,3.17e-06,3.48e-07,3.38e-07,1.52e-04,4.14e-05,1.76e-04,1.26e-04,2.418e-04,2.983e-05,3.415e-04,6.132e-04
base,7,32,16384,1536,base_S7_IB32_VWR16384_WORD1536,VMV,3.07e-04,5.36e-07,0.000,2.50e-08,2.85e-05,4.70e-07,1.79e-06,2.56e-06,2.13e-06,3.17e-07,2.83e-07,1.52e-04,3.93e-05,1.73e-04,1.26e-04,2.402e-04,2.659e-05,3.391e-04,6.059e-04
base,7,32,16384,1536,base_S7_IB32_VWR16384_WORD1536,SHIFT,3.45e-04,6.09e-07,0.000,1.28e-07,3.54e-05,4.15e-06,2.19e-06,2.64e-06,3.67e-06,1.12e-06,1.18e-06,1.52e-04,4.13e-05,2.03e-04,1.26e-04,2.689e-04,4.545e-05,3.599e-04,6.743e-04
base,7,32,16384,1536,base_S7_IB32_VWR16384_WORD1536,ADD,3.44e-04,7.49e-07,0.000,2.50e-08,3.58e-05,4.18e-06,1.79e-06,2.65e-06,4.40e-06,1.66e-06,6.60e-07,1.52e-04,4.07e-05,2.04e-04,1.26e-04,2.691e-04,4.507e-05,3.607e-04,6.748e-04
base,7,32,16384,1536,base_S7_IB32_VWR16384_WORD1536,MUL,3.52e-04,1.84e-07,0.000,1.39e-07,2.53e-05,3.92e-06,6.32e-06,2.47e-06,1.72e-06,3.44e-07,9.92e-07,2.27e-04,2.42e-05,1.87e-04,1.33e-04,2.465e-04,5.926e-05,3.663e-04,6.720e-04
base,7,32,16384,1536,base_S7_IB32_VWR16384_WORD1536,PACK,3.62e-04,1.18e-06,0.000,3.69e-07,3.75e-05,4.70e-07,2.44e-05,2.64e-06,4.97e-06,5.63e-07,1.88e-06,1.52e-04,4.03e-05,2.05e-04,1.35e-04,2.794e-04,6.155e-05,3.609e-04,7.019e-04
base,7,32,16384,1536,base_S7_IB32_VWR16384_WORD1536,EXIT,2.67e-04,7.48e-08,0.000,2.50e-08,1.22e-05,4.70e-07,1.79e-06,2.52e-06,5.24e-07,9.38e-08,1.67e-07,1.52e-04,3.26e-05,1.45e-04,1.26e-04,2.118e-04,4.150e-06,3.219e-04,5.379e-04
base,7,64,4096,192,base_S7_IB64_VWR4096_WORD192,IDLE,2.28e-04,7.48e-08,0.000,2.49e-08,1.21e-05,4.70e-07,1.36e-06,3.44e-06,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.72e-05,3.03e-04,2.51e-04,2.077e-04,1.408e-07,5.745e-04,7.823e-04
base,7,64,4096,192,base_S7_IB64_VWR4096_WORD192,WRF_CSDLEN_LOOP,2.44e-04,7.48e-08,0.000,2.49e-08,1.21e-05,4.70e-07,1.36e-06,5.55e-06,5.35e-07,1.25e-07,1.92e-07,1.58e-04,2.72e-05,3.03e-04,2.51e-04,2.196e-04,3.369e-06,5.749e-04,7.979e-04
base,7,64,4096,192,base_S7_IB64_VWR4096_WORD192,WRF_IB,3.10e-04,7.48e-08,0.000,2.49e-08,1.32e-05,4.70e-07,1.36e-06,8.31e-05,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.72e-05,9.05e-04,5.05e-04,9.438e-04,9.893e-05,7.008e-04,1.744e-03
base,7,64,4096,192,base_S7_IB64_VWR4096_WORD192,WRF_CSD,2.46e-04,7.48e-08,0.000,2.49e-08,1.33e-05,4.70e-07,1.36e-06,1.99e-05,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.72e-05,4.58e-04,3.97e-04,4.807e-04,3.651e-05,5.983e-04,1.116e-03
base,7,64,4096,192,base_S7_IB64_VWR4096_WORD192,NOP,3.03e-04,3.79e-07,0.000,2.50e-08,3.21e-05,4.70e-07,1.36e-06,3.41e-06,1.79e-06,2.85e-07,3.02e-07,1.54e-04,3.89e-05,3.17e-04,2.51e-04,2.665e-04,2.375e-05,5.807e-04,8.709e-04
base,7,64,4096,192,base_S7_IB64_VWR4096_WORD192,RLB,3.05e-04,3.62e-07,0.000,3.64e-07,2.65e-05,4.70e-07,3.02e-06,3.14e-06,4.53e-06,5.99e-07,1.79e-06,1.54e-04,3.33e-05,3.29e-04,2.51e-04,2.590e-04,3.234e-05,5.939e-04,8.852e-04
base,7,64,4096,192,base_S7_IB64_VWR4096_WORD192,WLB,3.17e-04,7.20e-07,0.000,2.50e-08,3.07e-05,4.70e-07,1.36e-06,2.99e-06,3.49e-06,3.75e-07,3.41e-07,1.54e-04,4.07e-05,3.37e-04,2.51e-04,2.787e-04,3.270e-05,5.940e-04,9.055e-04
base,7,64,4096,192,base_S7_IB64_VWR4096_WORD192,VMV,3.21e-04,6.58e-07,0.000,2.50e-08,3.25e-05,4.70e-07,1.36e-06,3.47e-06,2.87e-06,4.41e-07,3.55e-07,1.54e-04,4.12e-05,3.36e-04,2.51e-04,2.818e-04,3.261e-05,5.931e-04,9.075e-04
base,7,64,4096,192,base_S7_IB64_VWR4096_WORD192,SHIFT,3.57e-04,5.95e-07,0.000,1.52e-07,3.74e-05,5.00e-06,2.97e-06,3.61e-06,3.81e-06,1.12e-06,1.19e-06,1.54e-04,4.06e-05,3.70e-04,2.51e-04,3.121e-04,5.086e-05,6.154e-04,9.783e-04
base,7,64,4096,192,base_S7_IB64_VWR4096_WORD192,ADD,3.56e-04,7.03e-07,0.000,2.50e-08,3.75e-05,5.22e-06,1.36e-06,3.62e-06,4.69e-06,1.76e-06,6.94e-07,1.54e-04,4.06e-05,3.71e-04,2.51e-04,3.124e-04,5.049e-05,6.162e-04,9.791e-04
base,7,64,4096,192,base_S7_IB64_VWR4096_WORD192,MUL,3.53e-04,2.14e-07,0.000,1.38e-07,2.49e-05,3.62e-06,5.01e-06,3.18e-06,1.78e-06,3.19e-07,9.06e-07,2.30e-04,2.34e-05,3.51e-04,2.62e-04,2.816e-04,5.836e-05,6.268e-04,9.668e-04
base,7,64,4096,192,base_S7_IB64_VWR4096_WORD192,PACK,3.64e-04,1.23e-06,0.000,3.77e-07,3.68e-05,4.70e-07,2.44e-05,3.62e-06,5.06e-06,6.39e-07,1.88e-06,1.54e-04,4.12e-05,3.65e-04,2.61e-04,3.142e-04,6.430e-05,6.113e-04,9.898e-04
base,7,64,4096,192,base_S7_IB64_VWR4096_WORD192,EXIT,2.71e-04,7.48e-08,0.000,2.50e-08,1.22e-05,4.70e-07,1.36e-06,3.41e-06,5.24e-07,9.38e-08,1.67e-07,1.54e-04,3.27e-05,3.03e-04,2.51e-04,2.463e-04,4.259e-06,5.744e-04,8.249e-04
base,7,64,4096,384,base_S7_IB64_VWR4096_WORD384,IDLE,2.25e-04,7.48e-08,0.000,2.49e-08,1.20e-05,4.70e-07,1.35e-06,3.40e-06,5.35e-07,1.25e-07,1.92e-07,1.51e-04,1.72e-05,2.89e-04,2.51e-04,2.059e-04,1.414e-07,5.592e-04,7.653e-04
base,7,64,4096,384,base_S7_IB64_VWR4096_WORD384,WRF_CSDLEN_LOOP,2.42e-04,7.48e-08,0.000,2.49e-08,1.20e-05,4.70e-07,1.35e-06,5.53e-06,5.35e-07,1.25e-07,1.92e-07,1.56e-04,2.72e-05,2.88e-04,2.51e-04,2.182e-04,3.424e-06,5.596e-04,7.813e-04
base,7,64,4096,384,base_S7_IB64_VWR4096_WORD384,WRF_IB,3.01e-04,7.48e-08,0.000,2.49e-08,1.32e-05,4.70e-07,1.35e-06,7.69e-05,5.35e-07,1.25e-07,1.92e-07,1.52e-04,1.72e-05,8.55e-04,4.90e-04,8.981e-04,9.318e-05,6.781e-04,1.669e-03
base,7,64,4096,384,base_S7_IB64_VWR4096_WORD384,WRF_CSD,2.43e-04,7.48e-08,0.000,2.49e-08,1.33e-05,4.70e-07,1.35e-06,1.99e-05,5.35e-07,1.25e-07,1.92e-07,1.52e-04,1.72e-05,4.43e-04,3.97e-04,4.789e-04,3.651e-05,5.833e-04,1.099e-03
base,7,64,4096,384,base_S7_IB64_VWR4096_WORD384,NOP,3.17e-04,5.16e-07,0.000,2.50e-08,4.35e-05,4.70e-07,1.35e-06,3.37e-06,2.36e-06,3.67e-07,3.56e-07,1.52e-04,4.17e-05,3.02e-04,2.51e-04,2.737e-04,3.103e-05,5.654e-04,8.702e-04
base,7,64,4096,384,base_S7_IB64_VWR4096_WORD384,RLB,3.03e-04,3.62e-07,0.000,3.64e-07,2.64e-05,4.70e-07,3.02e-06,3.13e-06,4.53e-06,6.00e-07,1.79e-06,1.52e-04,3.33e-05,3.15e-04,2.51e-04,2.578e-04,3.315e-05,5.786e-04,8.696e-04
base,7,64,4096,384,base_S7_IB64_VWR4096_WORD384,WLB,3.36e-04,1.21e-06,0.000,2.50e-08,4.21e-05,4.70e-07,1.35e-06,2.98e-06,5.76e-06,5.79e-07,4.79e-07,1.52e-04,4.27e-05,3.24e-04,2.51e-04,2.886e-04,4.405e-05,5.788e-04,9.114e-04
base,7,64,4096,384,base_S7_IB64_VWR4096_WORD384,VMV,3.32e-04,1.01e-06,0.000,2.50e-08,4.22e-05,4.70e-07,1.35e-06,3.42e-06,4.38e-06,6.19e-07,4.26e-07,1.52e-04,4.16e-05,3.19e-04,2.51e-04,2.870e-04,4.002e-05,5.763e-04,9.033e-04
base,7,64,4096,384,base_S7_IB64_VWR4096_WORD384,SHIFT,3.63e-04,7.09e-07,0.000,6.74e-08,3.79e-05,6.51e-06,2.84e-06,3.55e-06,5.11e-06,1.34e-06,1.48e-06,1.52e-04,4.18e-05,3.52e-04,2.52e-04,3.140e-04,5.570e-05,5.970e-04,9.667e-04
base,7,64,4096,384,base_S7_IB64_VWR4096_WORD384,ADD,3.64e-04,9.50e-07,0.000,2.50e-08,4.11e-05,6.26e-06,1.35e-06,3.56e-06,6.25e-06,1.98e-06,9.97e-07,1.52e-04,4.08e-05,3.53e-04,2.52e-04,3.153e-04,5.606e-05,5.978e-04,9.691e-04
base,7,64,4096,384,base_S7_IB64_VWR4096_WORD384,MUL,3.48e-04,2.44e-07,0.000,1.38e-07,2.41e-05,3.77e-06,4.15e-06,3.13e-06,1.81e-06,2.98e-07,7.76e-07,2.28e-04,2.36e-05,3.34e-04,2.63e-04,2.779e-04,5.834e-05,6.088e-04,9.450e-04
base,7,64,4096,384,base_S7_IB64_VWR4096_WORD384,PACK,3.85e-04,1.23e-06,0.000,3.77e-07,4.45e-05,4.70e-07,2.99e-05,3.58e-06,6.89e-06,8.65e-07,2.07e-06,1.52e-04,4.12e-05,3.52e-04,2.63e-04,3.254e-04,7.900e-05,5.957e-04,1.000e-03
base,7,64,4096,384,base_S7_IB64_VWR4096_WORD384,EXIT,2.67e-04,7.48e-08,0.000,2.50e-08,1.22e-05,4.70e-07,1.35e-06,3.37e-06,5.24e-07,9.38e-08,1.67e-07,1.51e-04,3.27e-05,2.89e-04,2.51e-04,2.437e-04,4.170e-06,5.591e-04,8.070e-04
base,7,64,4096,768,base_S7_IB64_VWR4096_WORD768,IDLE,2.23e-04,7.48e-08,0.000,2.49e-08,1.19e-05,4.70e-07,1.43e-06,3.36e-06,5.35e-07,1.25e-07,1.92e-07,1.50e-04,1.72e-05,2.74e-04,2.51e-04,2.042e-04,1.361e-07,5.441e-04,7.485e-04
base,7,64,4096,768,base_S7_IB64_VWR4096_WORD768,WRF_CSDLEN_LOOP,2.39e-04,7.48e-08,0.000,2.49e-08,1.19e-05,4.70e-07,1.43e-06,5.52e-06,5.35e-07,1.25e-07,1.92e-07,1.54e-04,2.72e-05,2.74e-04,2.51e-04,2.163e-04,3.370e-06,5.445e-04,7.642e-04
base,7,64,4096,768,base_S7_IB64_VWR4096_WORD768,WRF_IB,2.94e-04,7.48e-08,0.000,2.49e-08,1.30e-05,4.70e-07,1.43e-06,7.19e-05,5.35e-07,1.25e-07,1.92e-07,1.50e-04,1.72e-05,8.06e-04,4.82e-04,8.606e-04,8.839e-05,6.563e-04,1.605e-03
base,7,64,4096,768,base_S7_IB64_VWR4096_WORD768,WRF_CSD,2.41e-04,7.48e-08,0.000,2.49e-08,1.32e-05,4.70e-07,1.43e-06,1.99e-05,5.35e-07,1.25e-07,1.92e-07,1.50e-04,1.72e-05,4.29e-04,3.97e-04,4.771e-04,3.651e-05,5.682e-04,1.082e-03
base,7,64,4096,768,base_S7_IB64_VWR4096_WORD768,NOP,3.17e-04,5.75e-07,0.000,2.50e-08,4.91e-05,4.70e-07,1.43e-06,3.33e-06,2.75e-06,4.22e-07,3.93e-07,1.50e-04,3.89e-05,2.87e-04,2.51e-04,2.723e-04,3.267e-05,5.503e-04,8.553e-04
base,7,64,4096,768,base_S7_IB64_VWR4096_WORD768,RLB,2.99e-04,3.62e-07,0.000,3.49e-07,2.64e-05,4.70e-07,3.17e-06,3.11e-06,4.53e-06,5.98e-07,1.88e-06,1.50e-04,3.33e-05,3.00e-04,2.51e-04,2.549e-04,3.247e-05,5.635e-04,8.509e-04
base,7,64,4096,768,base_S7_IB64_VWR4096_WORD768,WLB,3.30e-04,1.18e-06,0.000,2.50e-08,4.02e-05,4.70e-07,1.43e-06,2.91e-06,5.80e-06,5.79e-07,4.70e-07,1.50e-04,4.18e-05,3.08e-04,2.51e-04,2.838e-04,4.195e-05,5.637e-04,8.894e-04
base,7,64,4096,768,base_S7_IB64_VWR4096_WORD768,VMV,3.29e-04,1.07e-06,0.000,2.50e-08,4.15e-05,4.70e-07,1.43e-06,3.37e-06,4.84e-06,6.81e-07,4.66e-07,1.50e-04,4.24e-05,3.02e-04,2.51e-04,2.828e-04,3.937e-05,5.598e-04,8.820e-04
base,7,64,4096,768,base_S7_IB64_VWR4096_WORD768,SHIFT,3.59e-04,6.80e-07,0.000,4.53e-08,3.80e-05,6.86e-06,2.90e-06,3.50e-06,4.99e-06,1.31e-06,1.49e-06,1.50e-04,4.19e-05,3.33e-04,2.51e-04,3.095e-04,5.468e-05,5.795e-04,9.436e-04
